time,Sentences
2012-01-10,"['10 January 12 18:37 GMT Syrian President Bashar al-Assad has blamed a foreign conspiracy for trying to destabilise Syria , as a mass uprising against his rule continues .', ""The `` external conspiracy is clear to everybody '' , Mr Assad said in his first public remarks in months ."", ""Syrian President Bashar al-Assad : `` Nobody can deny the seriousness of these plots '' Syrian President Bashar al-Assad has blamed a foreign conspiracy for trying to destabilise Syria , as a mass uprising against his rule continues ."", ""The `` external conspiracy is clear to everybody '' , Mr Assad said in his first public remarks in months .""]"
2012-01-11,['Exiled Syrian opposition leader Burhan Ghalioun tells BBC mission must prove itself or leave 11 January :']
2012-01-12,"['The Arab League must also decide soon whether to withdraw its 165 monitors , whose mandate expires on Thursday , or keep them in Syria .']"
2012-01-13,"[""Watch Tim Whewell 's full report from Damascus on Newsnight at 10.30 pm on BBC Two on Friday 13 January 2012 ."", 'The head of the Arab League , Nabil al-Araby , said on Friday he feared Syria was sliding into a full-scale civil war .', ""A car used by Arab League monitors was attacked in Damascus Damascus on a rainy winter 's evening ."", 'Syria crisis : Qatar calls for Arabs to send in troops Under the emir', ', Qatar was the first Arab country to join the military intervention in Libya The ruler of the Gulf state of Qatar has said Arab countries should send troops into Syria to stop government forces killing civilians there .', ""Sheikh Hamad bin Khalifa Al Thani told US television channel CBS `` some troops should go to stop the killing '' .""]"
2012-01-14,"['Reuters news agency quoted an exiled opposition leader as saying 40 people in the town were injured in the fighting on Saturday .', 'On Saturday , the ruler of Qatar , Sheikh Hamad bin Khalifa Al Thani , said Arab countries should send troops into Syria to end the bloodshed .', 'Syria crisis : Qatar calls for Arabs to send in troops Under the emir', ', Qatar was the first Arab country to join the military intervention in Libya The ruler of the Gulf state of Qatar has said Arab countries should send troops into Syria to stop government forces killing civilians there .', ""Sheikh Hamad bin Khalifa Al Thani told US television channel CBS `` some troops should go to stop the killing '' ."", ""Syria 's President Bashar al-Assad is under growing pressure from the international community Syria 's President Bashar al-Assad has granted a general amnesty for all crimes committed during the 10-month uprising , state-run media report ."", 'It would apply to army deserters who turned themselves in before the end of January , peaceful protesters and those who handed in unlicensed weapons , Sana news agency is quoted as saying .', 'Tens of thousands of people have been detained in the past year .']"
2012-01-15,"['At least 28 people died in violence across Syria on Sunday , activists said .', 'Indians should be concerned about the stock of Indian flags 15th January 2012 - 22:57', '15th January 2012 - 22:52 154 :', '15th January 2012 - 22:45', '15th January 2012 - 22:44 guys i dont get it . .', 'On Sunday , the Emir of Qatar , Sheikh Hamad Bin Khalifa Al Thani , became the first Arab leader to propose Arab military intervention to halt the violent crackdown on dissent by Syrian security forces .', ""Syria 's President Bashar al-Assad is under growing pressure from the international community Syria 's President Bashar al-Assad has granted a general amnesty for all crimes committed during the 10-month uprising , state-run media report ."", 'It would apply to army deserters who turned themselves in before the end of January , peaceful protesters and those who handed in unlicensed weapons , Sana news agency is quoted as saying .', 'Tens of thousands of people have been detained in the past year .']"
2012-01-16,"[""UN Secretary General Ban Ki-moon warned on Monday that the situation in Syria had `` reached an unacceptable point '' ."", ""A foreign ministry statement said such a move would `` worsen the crisis ... and pave the way for foreign intervention '' .""]"
2012-01-17,"[""A foreign ministry statement said such a move would `` worsen the crisis ... and pave the way for foreign intervention '' .""]"
2012-01-18,"[""`` The feeling is that the Syrian government is in the process of making more of an effort , but the Arab League is especially having problems with the armed opposition and is not managing to penetrate neighborhoods that are today belonging to the opposition , '' Algerian Foreign Minister Mourad Medelci told journalists at the UN recently ."", ""By Barbara Plett BBC UN correspondent The Arab League monitors ' mission has been criticized as ineffective For the UN Security Council , much is at stake when it comes to the Arab League 's monitors in Syria ."", 'There are two broad but opposing positions in the Council .', ""Both have tied their policies to the fate of the mission , which was given a month to observe Syria 's compliance with an Arab peace plan , and is expected to report back this week .""]"
2012-01-19,['The observers are due to complete their initial four-week deployment on 19 January .']
2012-01-21,"['Their report will be discussed by Arab League foreign ministers at a meeting next Saturday .', 'Thousands have died in political violence in the past 10 months Foreign Minister Prince Saud al-Faisal called on the international community to put more pressure on the regime .', 'He was speaking at an Arab League meeting in Cairo , which is expected to extend the Syria mission for a month .']"
2012-01-22,"['He was speaking at an Arab League meeting in Cairo , which is expected to extend the Syria mission for a month .']"
2012-01-23,"['The new Arab plan was modelled on the template fashioned for Yemen by the Gulf states , under which the embattled President Ali Abdullah Saleh left his country on Monday having devolved power to his deputy .', 'Syria unrest : Arab League urges Assad to reform The Arab League has called for a national unity government in Syria , aimed at ending the bloodshed in the country The Arab League has outlined a series of reforms it wants Syria to undertake to end the violence in the country .', 'It said both sides should end the bloodshed , urging President Bashar al-Assad to hand over power to his deputy .']"
2012-01-24,"['On Tuesday the Arab League extended the mission for another month .', 'Conservative estimates are that about 200 people have been killed since the mission was renewed for a second month on Tuesday .', 'Arab countries voted on Tuesday to extend the mission for another month .', 'The only sure thing is that in the coming months , many more people will die violent deaths as the conflict becomes increasingly desperate and ugly .', 'The Syrian Arab Red Crescent says its vice-president , Abdulrazak Jbeiro , has been shot dead .', 'The Red Crescent said he was killed as he drove from Damascus to Idlib - a focal point of the Syrian conflict .']"
2012-01-25,"['Across Syria , 24 people were killed on Wednesday , said activists .']"
2012-01-26,"['Thousands of people attended the funeral of an anti-government protester killed on Thursday in Saqba .', 'Activists say Homs was bombarded on Thursday and more than 30 people were killed .', ""Activists helped the BBC 's Jeremy Bowen access the town of Douma Activists in Syria say security forces have launched an offensive against anti-regime fighters in the Damascus suburb of Douma ."", ""The Arab League 's monitoring chief has warned of an escalation of violence in Syria in recent days , as the government intensifies its crackdown on protests ."", ""Syria crisis : UN Security Council mulls Assad measures The BBC 's Jeremy Bowen in Damascus suburb where President Assad appears to be losing his control The UN Security Council has met to consider a draft resolution against Syria 's government ."", 'Activists and the Arab League urged the UN to take stronger action after a surge in violence this week in which dozens of people have died .']"
2012-01-27,"[""It is thought that Friday 's Security Council meeting , announced by France 's UN mission on its Twitter page , will discuss an Arab League plan to end the violence ."", '27 January 12 15:06 GMT BBC Middle East editor , Damascus The BBC has seen more evidence of the extent to which the regime of Syrian President Bashar al-Assad has lost control of sections of the poor suburbs of Damascus .', ""This frustration with Russia 's continuing support for Syrian President Bashar al-Assad is likely to come to a head this week as several members of the UN Security Council push for a quick vote on a new resolution on Syria which was tabled last Friday ."", ""The Arab League 's monitoring chief has warned of an escalation of violence in Syria in recent days , as the government intensifies its crackdown on protests ."", ""Syria crisis : UN Security Council mulls Assad measures The BBC 's Jeremy Bowen in Damascus suburb where President Assad appears to be losing his control The UN Security Council has met to consider a draft resolution against Syria 's government ."", 'Activists and the Arab League urged the UN to take stronger action after a surge in violence this week in which dozens of people have died .', ""The UK , France and Germany drafted a resolution with Arab states , supporting the League 's call for President Bashar al-Assad to hand power to a deputy ."", 'The Arab League says it is suspending its controversial monitoring mission in Syria because of the growing violence , although observers will remain in the country .', ""The mission was set up in December to monitor compliance by Damascus with the league 's plan to end bloodshed .""]"
2012-01-28,"['The Arab League says it is suspending its controversial monitoring mission in Syria because of the growing violence , although observers will remain in the country .']"
2012-01-30,"['The violence appears to be intensifying - more than 100 people were reported to have been killed across the country on Monday and at least 37 people on Tuesday , say rights groups .', 'The violence appears to be intensifying - more than 100 people were reported to have been killed across the country on Monday and at least 37 people on Tuesday , say rights groups .']"
2012-01-31,"[""The Russian ambassador Vitaly Churkin struck a conciliatory note at Tuesday 's debate , saying the Security Council can and should reach a consensus on Syria ."", ""The BBC 's Barbara Plett at the UN says Western nations had been hoping that Tuesday 's session would soften Russian resistance ."", 'There were further reports of violence on Tuesday evening , with anti-government activists saying troops had again attacked suburbs in the capital , Damascus .', ""The BBC 's Barbara Plett at the UN says Western nations had been hoping that Tuesday 's session would soften Russian resistance ."", 'There were further reports of violence on Tuesday evening , with anti-government activists saying troops had again attacked suburbs in the capital , Damascus .', ""Russia 's Foreign Minister Sergei Lavrov is due to visit Damascus on Tuesday , to encourage democratic reform , Russian officials say ."", ""Tuesday 's visit by Russian Foreign Minister Sergei Lavrov and the director of Russia 's Foreign Intelligence Service , Mikhail Fradkov , comes three days after the UN Security Council meeting in which Russia and China vetoed a resolution condemning the Syrian government 's violence against its citizens ."", 'They are sending their Foreign Minister , Sergei Lavrov , to talk to President Assad in Damascus on Tuesday .', ""Impasse at UN Security Council debate on Syria violence US Secretary of State Hillary Clinton says people have watched events in Syria unfold `` in horror ''"", 'A day of debate at the United Nations Security Council meeting on Syria has ended without agreement .', 'The council was discussing whether to adopt an Arab League plan calling for an end to violence and for President Bashar al-Assad to stand down .', 'A day of debate at the United Nations Security Council meeting on Syria has ended without agreement .', ""By Artyom Krechetnikov BBC Russian The Kremlin is against the call for President Assad to step down Syria 's President Bashar al-Assad has at least one ally on the UN Security Council : Russia , an ally adamant in its opposition to sanctions against Damascus ."", ""Many analysts believe this stance brings little benefit to Russia , and is more a product of domestic considerations and psychological complexes of the Kremlin 's ruling elite ."", 'Last October , Russia and China used their vetoes to stop a UN resolution that condemned the government of Mr Assad for the suppression of anti-government protests .']"
2012-02-01,"[""`` We will have a concerted effort over the next days to reach agreement in the Security Council to put forth a resolution that sends a message to President Assad and his regime , '' she said , according to AP ."", ""`` We will have a concerted effort over the next days to reach agreement in the Security Council to put forth a resolution that sends a message to President Assad and his regime , '' she said , according to AP ."", 'Ambassadors began intense negotiations on Wednesday , after a high-level meeting urging the council to back the Arab plan to end the Syrian crisis .', 'The UN Security Council began negotiations on Wednesday after a high-level meeting urged the council to back the Arab League plan .', 'UN Syria text drops call for Assad power handover Thousands have died in more than 10 months of unrest in Syria - mostly unarmed protesters The Russians have argued that this demand would impose regime change .', ""However the new text still supports what it calls the League 's `` decision '' to facilitate political transition ."", 'Western diplomats say this means that while the draft no longer mentions the details of the Arab plan , it still clearly backs the substance .', 'But the key players - the United States , Russia and the Arab League - had all traded places .']"
2012-02-02,"[""`` As of today there are no restrictions on the delivery of weapons and we must fulfil our obligations '' , said Deputy Defense Minister Anatoly Antonov , according to Russian news agencies ."", 'Earlier on Thursday , some envoys said the council was close to agreement on the draft .', 'Western diplomats say this means that while the draft no longer mentions the details of the Arab plan , it still clearly backs the substance .', 'Russian officials say they need more time to consult Moscow , BBC UN correspondent Barbara Plett reports .', 'Meanwhile , a new draft resolution is to be sent back to governments for further deliberation .', 'According to the Interfax news agency , Gennady Gatilov said that despite changes that took some of its concerns into account , Russia could not support the text in its current form .', ""`` This is not enough for us , '' he said .""]"
2012-02-03,"['In Syria itself , 18 people were killed in clashes across the country on Friday , according to activists .', ""`` This is not enough for us , '' he said ."", 'GMT Fresh protests have taken place outside the Syrian embassy in London amid reports that at least 55 people were killed by shelling in the country .']"
2012-02-04,"['In Syria , dozens were reported killed on Saturday in one of the bloodiest days since protests began last March .', ""Contrast all this with the Western view and the context of Saturday 's talks - reports of hundreds killed by Syrian government artillery in Homs ."", 'US Secretary of State Hillary Clinton said : `` What happened -LRB- on Saturday -RRB- at the United Nations was a travesty ...', 'The double veto by Beijing and Moscow on Saturday drew an angry reaction from around the world .', ""Crowds of people were out in Damascus as Sergei Lavrov 's convoy arrived The Syrian opposition has voiced strong criticism of the stalemate at the UN , saying the Russian and Chinese vetoes on Saturday encouraged the Syrian government to step up the assault on Homs ."", ""Mr Lavrov has said Western reaction condemning Russia 's veto of the UN Security Council resolution on Saturday bordered on `` hysteria '' ."", 'The Syrian opposition , meanwhile , has voiced strong criticism of the stalemate at the UN , saying the Russian and Chinese vetoes on Saturday encouraged the Syria government to step up the assault on Homs .', ""Mr Lavrov has said Western reaction condemning Russia 's veto on Saturday bordered on `` hysteria '' ."", 'The international community is struggling to find a way to resolve the crisis after Russia and China blocked a UN resolution drafted by Arab and European countries on Saturday calling on President Bashar al-Assad to hand over power to his deputy .', 'China and Russia vetoed a UN resolution on Syria 10 days ago , sparking claims from the UN rights chief that action against protesters has intensified .', 'One opposition group said the bombardment was the heaviest since troops of President Bashar al-Assad launched attacks on anti-government strongholds 13 days ago .', 'On 4 February they blocked a resolution in the UN Security Council backing an Arab plan condemning the crackdown and calling on Mr Assad to step down .', 'On 4 February China and Russia blocked a UN resolution backing an Arab plan condemning the crackdown and calling on President Bashar al-Assad to step down .', 'GMT Fresh protests have taken place outside the Syrian embassy in London amid reports that at least 55 people were killed by shelling in the country .', 'Syria : UN veto gives Assad licence to kill - opposition', ""The BBC 's Paul Wood and cameraman Fred Scott were smuggled into Homs The Syrian National Council , an opposition umbrella group , urged Moscow and Beijing to change their minds ."", 'The veto caused anger among Western diplomats .', 'By Barbara Plett BBC UN correspondent The US accused Russia and China of shameful intransigence after the vote The UN resolution supporting an Arab League peace plan was the most determined effort so far by the Security Council to try and respond to the crisis in Syria .', 'It now lies in tatters after the double veto by Russia and China .', 'The scale of the defeat was registered in the gloom on the faces of Western and Arab envoys , and in the bitter exchanges in the council after the vote .', ""By Jonathan Marcus BBC Diplomatic Correspondent International efforts to bring pressure to bear on President Bashar al-Assad 's regime in Syria have collapsed in acrimony ."", 'Disagreements over the resolution have led to acrimony between the two sides The decision by Russia and China to veto an Arab League-inspired resolution at the United Nations Security Council has created serious strains especially between Moscow and the West .', 'Worse , it has probably sent the wrong signal to President Assad , who many analysts believe is determined to step up the violence .']"
2012-02-05,"[""The BBC 's Paul Wood and cameraman Fred Scott were smuggled into Homs The Syrian National Council , an opposition umbrella group , urged Moscow and Beijing to change their minds .""]"
2012-02-06,"[""`` The draft resolution that sought to realize a regime change in Syria did not adequately reflect the state of affairs '' in the country , the China Daily newspaper wrote in its editorial on Monday ."", 'The US closed its embassy in Syria on Monday , and several European countries have recalled their ambassadors .', ""Violence in Syria has continued unabated for nearly a year Chinese state-run media have defended Beijing 's veto of a UN resolution condemning Syria 's crackdown on anti-government protesters ."", ""The US earlier described as a `` travesty '' the veto by China and Russia of the UN resolution over the weekend ."", ""Protests against the government have continued despite unrelenting attacks by security forces The Russian and Chinese veto of the UN draft resolution on Syria is condemned in the Arab , Turkish , Israeli and even Russian press , finding support only in the official Syrian and Chinese media and pro-government newspapers in Syria 's ally , Iran ."", ""Syria crisis : Russia ` wants Arab League role ' BBC 's Paul Wood , in Homs , says Russian-made tanks are firing on residents Russian Foreign Minister Sergei Lavrov has called for a solution to the crisis in Syria based on initiatives put forward by the Arab League ."", 'His visit comes after Russia and China vetoed a UN resolution .', ""Syria crisis : Gulf Arab states expel Syrian ambassadors BBC 's Paul Wood , in Homs , says Russian-made tanks are firing on residents Gulf Arab states say they are expelling Syrian ambassadors in their countries and recalling their envoys from Syria .""]"
2012-02-07,"[""On Tuesday Foreign Minister Sergei Lavrov and the head of Russia 's foreign intelligence service will go to Damascus ."", 'At least 15 were killed on Tuesday , they said .', ""Many papers in the Middle East , Turkey and Russia are sceptical about the usefulness of Russian Foreign Minister Sergei Lavrov and Foreign Intelligence Service head Mikhail Fradkov 's trip to Damascus on Tuesday for talks with President Bashar al-Assad ."", ""Russian Foreign Minister Sergei Lavrov , who visited Damascus on Tuesday , had said that President Assad was ready to talk with `` all political forces '' to end the violence ."", ""Demonstrations took place outside the Syrian embassy after armed forces attacked the city of Homs A Syrian and a German-Lebanese man have been arrested in Berlin on suspicion of spying on opponents of Syrian President Bashar al-Assad 's government ."", ""Syria crisis : Russia ` wants Arab League role ' BBC 's Paul Wood , in Homs , says Russian-made tanks are firing on residents Russian Foreign Minister Sergei Lavrov has called for a solution to the crisis in Syria based on initiatives put forward by the Arab League ."", 'Visiting Syria , Mr Lavrov said Damascus was ready for a larger Arab mission to monitor peace efforts , and would set a date for a constitutional referendum .', 'His visit comes after Russia and China vetoed a UN resolution .', ""Syria crisis : Gulf Arab states expel Syrian ambassadors BBC 's Paul Wood , in Homs , says Russian-made tanks are firing on residents Gulf Arab states say they are expelling Syrian ambassadors in their countries and recalling their envoys from Syria ."", 'The Gulf Cooperation Council said Syria had rejected Arab attempts to solve the crisis and end 11 months of bloodshed .', ""Press sceptical on Lavrov 's Syria visit Sergei Lavrov -LRB- R -RRB- met President Bashar al-Assad during the visit to the Syrian capital"", 'Syrian state television showed crowds waving Syrian and Russian flags as their convoy moved through the capital .']"
2012-02-08,"['The Observatory also reported at least another eight civilians killed around the country on Wednesday .', 'Hundreds have been reported killed in the offensive over the past week .']"
2012-02-09,['One activist network said 110 people were killed in Homs on Thursday as the government continued a push aimed at crushing rebel forces .']
2012-02-10,"['On Friday , activists said at least 52 people were killed across the country by security forces , including 16 in Homs and 15 in suburbs of Damascus .', 'The US ambassador to Syria , Robert Ford , on Friday posted satellite imagery on Facebook which he said showed heavy weaponry deployed outside urban areas , including Homs , Zabadani , Rankun and Halban .', 'Syria draft resolution heads to UN General Assembly Syrian security forces are continuing to bombard parts of the city of Homs']"
2012-02-11,"['Opposition activists said the Baba Amr district - a center of anti-government protests - had been hit by mortars on Saturday , killing at least 15 people , and that army snipers had been deployed on rooftops .', ""Meanwhile , Syria 's state news agency reported that the director of the Hamish military hospital in Damascus , Brigadier Dr Isa al-Kholi , had been shot dead on Saturday by an `` armed terrorist group '' outside his home in the capital 's northern Rukn al-Din district ."", 'Activists say more than 400 people have been killed since security forces launched an assault on opposition-held areas on the city last Saturday .', 'The movement of militants from Iraq into Syria could increase following the release of a video on Saturday by al-Qaeda leader Ayman al-Zawahiri , in which he called on Muslims across the region to support the Syrian uprising .', 'Syria draft resolution heads to UN General Assembly Syrian security forces are continuing to bombard parts of the city of Homs', 'Saudi Arabia is circulating a draft resolution calling for an end to violence by all sides and for President Bashar al-Assad to step aside .', ""Zawahiri urged militants in other countries to join the Syrian uprising Al-Qaeda 's leader has backed the anti-government uprising in Syria , urging the opposition not to rely on the Arab League or the West for help ."", ""In a video message , Ayman al-Zawahiri said the Syrian rebels had the right to use whatever means they saw fit to get rid of a `` cancerous regime '' ."", 'Egyptian-born Zawahiri , 62 , took over as head of al-Qaeda after the death of Osama Bin Laden in May 2011 .', ""League Secretary General Nabil al-Arabi told its members in Cairo they had to move quickly to end the `` vicious cycle of violence '' in Syria ."", 'The League is expected to approve Jordan ex-Foreign Minister Abdul-Illah al-Khatib as special envoy to Syria .', ""The Free Syrian Army is now waging an escalating guerrilla war The BBC 's Paul Wood has spent harrowing days under fire in the Baba Amr area of Homs and here reports on citizens subjected to a relentless artillery barrage by government troops ."", 'Most of the people in the makeshift field hospital in Baba Amr did not want to be filmed .']"
2012-02-12,"[""Arab League ministers are meeting in Cairo on Sunday to discuss the crisis in Syria , following the league 's decision to suspend its observer mission in the country last month ."", '12 February 12 15:38 GMT The head of the suspended Arab League observer mission to Syria has resigned as League foreign ministers meet to decide their next move in the crisis .']"
2012-02-13,"[""The EU on Monday backed the Arab League 's `` bold '' plan but Russia said violence must end before any peacekeepers could be sent ."", ""The EU backed the League 's peacekeeping plan on Monday ."", ""Russia said on Monday that it was studying the plan but that it needed `` clarification '' ."", 'Meanwhile , fresh violence in the Syrian city of Homs was reported on Monday .', ""On Monday , the United Nations ' human rights chief , Navi Pillay , said the veto by China and Russia had encouraged President Bashar al-Assad 's government to carry out indiscriminate shelling of civilians in Homs ."", ""Activists have reported fresh government attacks on districts of Homs Syria has `` categorically rejected '' an Arab League resolution calling for a joint Arab-UN peacekeeping mission to end the country 's 11-month conflict ."", ""Yusuf Ahmed , Syria 's envoy in Cairo , said the plan `` reflected the hysteria of these governments '' ."", ""The Syrian city of Homs has experienced days of heavy shelling Chinese Premier Wen Jiabao says Beijing will `` absolutely not protect any party '' in the conflict in Syria ."", ""Speaking after talks with EU chiefs in Beijing , he said China would `` continue to play a constructive role '' .""]"
2012-02-15,"['15 February 12 22:17 GMT Syrian President Bashar al-Assad has decreed that a referendum on the new draft constitution will be held on 26 February , state media report .', ""The document drops the article giving the ruling Baath Party unique status as the `` leader of state and society '' ."", ""Syria crisis : China sends senior envoy Syrian army tanks at the entrance to the Baba Amr neighborhood in Homs China says it is sending a senior envoy to Syria in a bid to find a peaceful resolution to the country 's crisis .""]"
2012-02-16,"['Homs has experienced days of heavy shelling Both countries also voted against the similar resolution which went before the General Assembly on Thursday .', 'The visit by Deputy Foreign Minister Zhai Jun comes a day after Beijing voted against a UN resolution calling for an end to violence .']"
2012-02-17,"['Deputy Foreign Minister Zhai Jun will go to the capital , Damascus , on Friday .', ""Chinese Deputy Foreign Minister Zhai Jun , who will go to Damascus on Friday , condemned violence against civilians and called for the government to respect the people 's `` legitimate '' desire for reform ."", 'The visit by Deputy Foreign Minister Zhai Jun comes a day after Beijing voted against a UN resolution calling for an end to violence .', 'Syria crisis : Deadly shooting at Damascus funeral']"
2012-02-18,"[""Activists say there was a huge turnout for Saturday 's funeral in the Mezzeh district on the western edge of Damascus ."", 'Opposition activists say government forces on Saturday renewed their bombardment of the restive central city of Homs .', 'Syria crisis : Deadly shooting at Damascus funeral']"
2012-02-19,"['Mr Assad is pressing ahead with his plan to hold a referendum on Sunday on a new constitution for Syria .', ""The BBC 's Jim Muir in Beirut pays tribute to his close friend of 25 years Marie Colvin , an American reporter with the Sunday Times , who was killed when a shell hit a makeshift media center in Syria 's besieged city of Homs ."", ""Syria unrest : Reporters ' deaths spark Western outrage Marie Colvin and Remi Ochlik were killed in a makeshift media center in Homs Sunday Times reporter Marie Colvin , an American , and French photographer Remi Ochlik died in shelling by Syria 's government forces ."", ""By Wyre Davies BBC News , northern Lebanon Some of Syria 's wounded make it to Lebanon despite big risks The latest evidence from Syria suggests that President Bashar al-Assad may be preparing an all-out assault on areas still controlled by his opponents ."", 'The BBC has spoken to Syrian refugees who say the situation in many towns and cities is increasingly desperate .', 'Getting information out of besieged Syrian towns is more and more difficult , but the latest shaky images , taken furtively from behind curtains , are ominous for people still trapped inside Homs .', 'Syria crisis : Red Cross presses for humanitarian truce', 'The Red Cross is the only international aid agency working in Syria', ""The International Committee of the Red Cross says it is in talks with `` all those concerned '' in Syria 's conflict to negotiate a ceasefire .""]"
2012-02-20,"[""Following a visit at the weekend by China 's Deputy Foreign Minister Zhai Jun , Mr Assad hosted prominent Russian politician Alexei Pushkov on Monday in Damascus ."", ""However , Arab League Secretary-General Nabil Elaraby said on Monday there were `` indications coming from China and to some extent from Russia that there may be a change in position '' , without giving further details ."", 'The London-based Syrian Observatory for Human Rights said 16 people people were killed across the country on Monday .', 'At a wake held by colleagues in Beirut on Monday evening for Anthony , who was buried in his ancestral hometown in southern Lebanon the day Marie died , we agreed that our odd profession is a sort of transnational tribe which had lost one - now two - of its exemplary figures , the very best .', 'Syria crisis : Red Cross presses for humanitarian truce', 'The Red Cross is the only international aid agency working in Syria', ""The International Committee of the Red Cross says it is in talks with `` all those concerned '' in Syria 's conflict to negotiate a ceasefire .""]"
2012-02-21,"[""On Tuesday , Marie Colvin said the bombardment of Baba Amr had been `` unrelenting '' Two prominent Western journalists have been killed in the Syrian city of Homs in the latest violence which left 60 people dead across Syria on Wednesday ."", ""Marie Colvin said the bombardment of Baba Amr had been `` unrelenting ''""]"
2012-02-22,"['Ms Colvin and Mr Ochlik were reportedly staying in a house in Baba Amr that was being used by activists as a media center when it was hit by a shell on Wednesday morning .', ""`` I watched a little baby die today , absolutely horrific , a two year old - found the shrapnel had gone into the left chest and the doctor said : ' I ca n't do anything , ' and his little tummy just kept heaving until he died ."", '22nd February 2012 -', '22nd February 2012 - 21:05', '22nd February 2012 - 20:25', ""Mx '' When the shelling of Homs resumed on Wednesday morning , I sent a message to Marie , who 'd done a searing interview on the BBC the day before ."", 'More shelling today ...', ""The International Red Cross said it hoped Wednesday 's deaths would draw the attention of the world to the many hundreds of other people suffering in Syria ."", ""Colvin , 56 , and Ochlik , 28 , were reportedly staying in a house in Homs ' area of Baba Amr that was being used by activists as a media center when it was hit by a shell on Wednesday morning ."", ""`` I watched a little baby die today , absolutely horrific , a two year old - found the shrapnel had gone into the left chest and the doctor said : ' I ca n't do anything , ' and his little tummy just kept heaving until he died ."", 'Dozens of people were killed in Syria on Wednesday , including journalists Marie Colvin and Remi Ochlik .', 'Remi Ochlik were killed on Wednesday morning in the house in which they were staying in Baba Amr .', 'Troops are shelling opposition-held areas of Homs , besieged for weeks .', ""Marie Colvin said the bombardment of Baba Amr had been `` unrelenting ''"", 'French photographer Remi Ochlik also died and two other foreign journalists were wounded .', ""The US said it was `` another example of the shameless brutality '' of the regime ."", ""French President Nicolas Sarkozy said : `` That 's enough ..."", 'UN panel draws up Syria crimes against humanity list', 'The Homs neighborhood of Baba Amr has endured weeks of daily shelling A United Nations panel has delivered a list of Syrian officials who could be investigated for crimes against humanity .', 'Experts commissioned by the UN say army officers and government officials are responsible for human rights violations .']"
2012-02-23,"['On Thursday , rockets , artillery and mortar rounds pounded the opposition stronghold of Baba Amr , Inshaat and Khalidiya , activists said .', 'The Homs neighborhood of Baba Amr has endured weeks of daily shelling A United Nations panel has delivered a list of Syrian officials who could be investigated for crimes against humanity .', ""China 's outspoken opposition to international action on Syria is not easy to explain In Tunisia , representatives of 70 nations are trying to find ways to pressure Syria into accepting a ceasefire , to allow humanitarian access , and to show support for Syria 's opposition .""]"
2012-02-24,"[""Beijing 's Global Times newspaper , linked to the ruling Communist Party , said in Friday 's editorial : `` What 's important is that China co-ordinates well and maintains a tacit understanding with Russia on this issue ."", '24th February 2012 - 17:06 China s non-interventionist policy should in fact be commended , not criticised .', ""On Friday a meeting of the `` Friends of Syria '' group was held in the Tunisian capital , Tunis ."", ""Mrs Clinton on Friday called China and Russia 's veto of a UN resolution on Syria `` despicable '' ."", 'Earlier , the International Committee of the Red Cross -LRB- ICRC -RRB- said it and the Syrian Red Crescent had been given the green light to go to Baba Amr on Friday to deliver food and medical supplies .', 'By Jonathan Marcus BBC Defense and Diplomatic Correspondent , in Tunis Syrian opposition protesters clashed with police outside the talks in Tunis Urgency but also frustration marked this inaugural gathering of the Friends of Syria grouping .', 'Urgency because of the worsening situation on the ground - but frustration because even the participants knew than none of the measures discussed at the Tunis meeting are likely to bring about the fall of the regime of Bashar al-Assad anytime soon .', 'Rumour has it that the Saudi Foreign Minister , Prince Saud al-Faisal , walked out early in frustration at the limited ambitions for this meeting .', ""China 's outspoken opposition to international action on Syria is not easy to explain In Tunisia , representatives of 70 nations are trying to find ways to pressure Syria into accepting a ceasefire , to allow humanitarian access , and to show support for Syria 's opposition ."", ""But it 's in Beijing and Moscow , far away , where the power to end Syria 's bloodshed really lies ."", 'So far China and Russia have provided the diplomatic support that has shielded Syria from international pressure .', 'The organization had been in negotiation with the Syrian authorities but had made no progress by nightfall .']"
2012-02-25,"['Syria crisis : Red Cross Baba Amr evacuation stalls Activists said there had been more deadly shelling of Homs on Saturday Attempts by the Red Cross to evacuate more people trapped in the Baba Amr suburb of the Syrian city of Homs have stalled , with reports of more deaths from shelling .', 'The organization had been in negotiation with the Syrian authorities but had made no progress by nightfall .']"
2012-02-26,"[""`` How can you propose a referendum on the 26 February while at the same time continuing to attack your own innocent people in some Syrian towns ? ''"", 'Meanwhile , Mr Assad is pushing his own reform process , which will see a new constitution put to a referendum on 26 February .', 'The opposition has called for a boycott of the 26 February referendum , saying it can not be held as violence continues .', ""Syrians voted during a referendum on a new constitution on Sunday A foreign ministry spokesman called the comments unacceptable , and the official Communist Party newspaper described the criticism as `` super arrogant '' ."", ""The opposition has dismissed Sunday 's vote as a farce , as at least 30 more deaths were reported around the country ."", ""Officials say thousands were released , but as many as 37,000 are still in prison , according to human rights activists Transition to a democratic , free and pluralistic society On 26 February 2012 , voters approved in a referendum a new constitution , which sees the inclusion of political parties beyond the ruling Baath Party , and drops an article making the party the `` leader of state and society '' ."", ""A French bistro and the British pub How microbreweries run by women is a new trend breathing life into Britain 's pubs"", ""It 's been widely reported that an opinion poll has shown that 55 % of Syrians think their leader President Assad should not resign ."", 'The Chinese criticism came a day after Syria held a national referendum on a new constitution , amid violent unrest .']"
2012-02-27,"['The Chinese criticism came a day after Syria held a national referendum on a new constitution , amid violent unrest .']"
